date,filename
2025-10-05,ufc-320-odds-3779.html
2025-10-25,ufc-321-odds-3780.html
2026-01-01,ufc-3525.html
2025-08-23,ufc-3812.html
2025-08-22,ufc-3818.html
2025-09-06,ufc-fight-night-3775.html
2025-09-13,ufc-fight-night-3794.html
2025-10-18,ufc-fight-night-3822.html
