Unnamed: 0,fighter_a_name,fighter_b_name,fighter_a_record,fighter_a_height,fighter_a_weight,fighter_a_reach,fighter_a_stance,fighter_a_dob,fighter_b_record,fighter_b_height,fighter_b_weight,fighter_b_reach,fighter_b_stance,fighter_b_dob,date,location,weight_class,victory_method,final_round,finish_time,number_of_rounds,winner,fighter_a_kd,fighter_b_kd,fighter_a_sig_str_landed,fighter_a_sig_str_attempted,fighter_b_sig_str_landed,fighter_b_sig_str_attempted,fighter_a_sig_str_pct,fighter_b_sig_str_pct,fighter_a_total_str_landed,fighter_a_total_str_attempted,fighter_b_total_str_landed,fighter_b_total_str_attempted,fighter_a_td_landed,fighter_a_td_attempted,fighter_b_td_landed,fighter_b_td_attempted,fighter_a_td_pct,fighter_b_td_pct,fighter_a_sub_att,fighter_b_sub_att,fighter_a_rev,fighter_b_rev,fighter_a_ctrl_seconds,fighter_b_ctrl_seconds,fighter_a_kd_01,fighter_b_kd_01,fighter_a_sig_str_landed_01,fighter_a_sig_str_attempted_01,fighter_b_sig_str_landed_01,fighter_b_sig_str_attempted_01,fighter_a_sig_str_pct_01,fighter_b_sig_str_pct_01,fighter_a_total_str_landed_01,fighter_a_total_str_attempted_01,fighter_b_total_str_landed_01,fighter_b_total_str_attempted_01,fighter_a_td_landed_01,fighter_a_td_attempted_01,fighter_b_td_landed_01,fighter_b_td_attempted_01,fighter_a_td_pct_01,fighter_b_td_pct_01,fighter_a_sub_att_01,fighter_b_sub_att_01,fighter_a_rev_01,fighter_b_rev_01,fighter_a_ctrl_seconds_01,fighter_b_ctrl_seconds_01,fighter_a_kd_02,fighter_b_kd_02,fighter_a_sig_str_landed_02,fighter_a_sig_str_attempted_02,fighter_b_sig_str_landed_02,fighter_b_sig_str_attempted_02,fighter_a_sig_str_pct_02,fighter_b_sig_str_pct_02,fighter_a_total_str_landed_02,fighter_a_total_str_attempted_02,fighter_b_total_str_landed_02,fighter_b_total_str_attempted_02,fighter_a_td_landed_02,fighter_a_td_attempted_02,fighter_b_td_landed_02,fighter_b_td_attempted_02,fighter_a_td_pct_02,fighter_b_td_pct_02,fighter_a_sub_att_02,fighter_b_sub_att_02,fighter_a_rev_02,fighter_b_rev_02,fighter_a_ctrl_seconds_02,fighter_b_ctrl_seconds_02,fighter_a_kd_03,fighter_b_kd_03,fighter_a_sig_str_landed_03,fighter_a_sig_str_attempted_03,fighter_b_sig_str_landed_03,fighter_b_sig_str_attempted_03,fighter_a_sig_str_pct_03,fighter_b_sig_str_pct_03,fighter_a_total_str_landed_03,fighter_a_total_str_attempted_03,fighter_b_total_str_landed_03,fighter_b_total_str_attempted_03,fighter_a_td_landed_03,fighter_a_td_attempted_03,fighter_b_td_landed_03,fighter_b_td_attempted_03,fighter_a_td_pct_03,fighter_b_td_pct_03,fighter_a_sub_att_03,fighter_b_sub_att_03,fighter_a_rev_03,fighter_b_rev_03,fighter_a_ctrl_seconds_03,fighter_b_ctrl_seconds_03,fighter_a_kd_04,fighter_b_kd_04,fighter_a_sig_str_landed_04,fighter_a_sig_str_attempted_04,fighter_b_sig_str_landed_04,fighter_b_sig_str_attempted_04,fighter_a_sig_str_pct_04,fighter_b_sig_str_pct_04,fighter_a_total_str_landed_04,fighter_a_total_str_attempted_04,fighter_b_total_str_landed_04,fighter_b_total_str_attempted_04,fighter_a_td_landed_04,fighter_a_td_attempted_04,fighter_b_td_landed_04,fighter_b_td_attempted_04,fighter_a_td_pct_04,fighter_b_td_pct_04,fighter_a_sub_att_04,fighter_b_sub_att_04,fighter_a_rev_04,fighter_b_rev_04,fighter_a_ctrl_seconds_04,fighter_b_ctrl_seconds_04,fighter_a_head_landed,fighter_a_head_attempted,fighter_b_head_landed,fighter_b_head_attempted,fighter_a_body_landed,fighter_a_body_attempted,fighter_b_body_landed,fighter_b_body_attempted,fighter_a_leg_landed,fighter_a_leg_attempted,fighter_b_leg_landed,fighter_b_leg_attempted,fighter_a_distance_landed,fighter_a_distance_attempted,fighter_b_distance_landed,fighter_b_distance_attempted,fighter_a_clinch_landed,fighter_a_clinch_attempted,fighter_b_clinch_landed,fighter_b_clinch_attempted,fighter_a_ground_landed,fighter_a_ground_attempted,fighter_b_ground_landed,fighter_b_ground_attempted,fighter_a_head_landed_01,fighter_a_head_attempted_01,fighter_b_head_landed_01,fighter_b_head_attempted_01,fighter_a_body_landed_01,fighter_a_body_attempted_01,fighter_b_body_landed_01,fighter_b_body_attempted_01,fighter_a_leg_landed_01,fighter_a_leg_attempted_01,fighter_b_leg_landed_01,fighter_b_leg_attempted_01,fighter_a_distance_landed_01,fighter_a_distance_attempted_01,fighter_b_distance_landed_01,fighter_b_distance_attempted_01,fighter_a_clinch_landed_01,fighter_a_clinch_attempted_01,fighter_b_clinch_landed_01,fighter_b_clinch_attempted_01,fighter_a_ground_landed_01,fighter_a_ground_attempted_01,fighter_b_ground_landed_01,fighter_b_ground_attempted_01,fighter_a_head_landed_02,fighter_a_head_attempted_02,fighter_b_head_landed_02,fighter_b_head_attempted_02,fighter_a_body_landed_02,fighter_a_body_attempted_02,fighter_b_body_landed_02,fighter_b_body_attempted_02,fighter_a_leg_landed_02,fighter_a_leg_attempted_02,fighter_b_leg_landed_02,fighter_b_leg_attempted_02,fighter_a_distance_landed_02,fighter_a_distance_attempted_02,fighter_b_distance_landed_02,fighter_b_distance_attempted_02,fighter_a_clinch_landed_02,fighter_a_clinch_attempted_02,fighter_b_clinch_landed_02,fighter_b_clinch_attempted_02,fighter_a_ground_landed_02,fighter_a_ground_attempted_02,fighter_b_ground_landed_02,fighter_b_ground_attempted_02,fighter_a_head_landed_03,fighter_a_head_attempted_03,fighter_b_head_landed_03,fighter_b_head_attempted_03,fighter_a_body_landed_03,fighter_a_body_attempted_03,fighter_b_body_landed_03,fighter_b_body_attempted_03,fighter_a_leg_landed_03,fighter_a_leg_attempted_03,fighter_b_leg_landed_03,fighter_b_leg_attempted_03,fighter_a_distance_landed_03,fighter_a_distance_attempted_03,fighter_b_distance_landed_03,fighter_b_distance_attempted_03,fighter_a_clinch_landed_03,fighter_a_clinch_attempted_03,fighter_b_clinch_landed_03,fighter_b_clinch_attempted_03,fighter_a_ground_landed_03,fighter_a_ground_attempted_03,fighter_b_ground_landed_03,fighter_b_ground_attempted_03,fighter_a_head_landed_04,fighter_a_head_attempted_04,fighter_b_head_landed_04,fighter_b_head_attempted_04,fighter_a_body_landed_04,fighter_a_body_attempted_04,fighter_b_body_landed_04,fighter_b_body_attempted_04,fighter_a_leg_landed_04,fighter_a_leg_attempted_04,fighter_b_leg_landed_04,fighter_b_leg_attempted_04,fighter_a_distance_landed_04,fighter_a_distance_attempted_04,fighter_b_distance_landed_04,fighter_b_distance_attempted_04,fighter_a_clinch_landed_04,fighter_a_clinch_attempted_04,fighter_b_clinch_landed_04,fighter_b_clinch_attempted_04,fighter_a_ground_landed_04,fighter_a_ground_attempted_04,fighter_b_ground_landed_04,fighter_b_ground_attempted_04,fighter_a_kd_05,fighter_b_kd_05,fighter_a_sig_str_landed_05,fighter_a_sig_str_attempted_05,fighter_b_sig_str_landed_05,fighter_b_sig_str_attempted_05,fighter_a_sig_str_pct_05,fighter_b_sig_str_pct_05,fighter_a_total_str_landed_05,fighter_a_total_str_attempted_05,fighter_b_total_str_landed_05,fighter_b_total_str_attempted_05,fighter_a_td_landed_05,fighter_a_td_attempted_05,fighter_b_td_landed_05,fighter_b_td_attempted_05,fighter_a_td_pct_05,fighter_b_td_pct_05,fighter_a_sub_att_05,fighter_b_sub_att_05,fighter_a_rev_05,fighter_b_rev_05,fighter_a_ctrl_seconds_05,fighter_b_ctrl_seconds_05,fighter_a_head_landed_05,fighter_a_head_attempted_05,fighter_b_head_landed_05,fighter_b_head_attempted_05,fighter_a_body_landed_05,fighter_a_body_attempted_05,fighter_b_body_landed_05,fighter_b_body_attempted_05,fighter_a_leg_landed_05,fighter_a_leg_attempted_05,fighter_b_leg_landed_05,fighter_b_leg_attempted_05,fighter_a_distance_landed_05,fighter_a_distance_attempted_05,fighter_b_distance_landed_05,fighter_b_distance_attempted_05,fighter_a_clinch_landed_05,fighter_a_clinch_attempted_05,fighter_b_clinch_landed_05,fighter_b_clinch_attempted_05,fighter_a_ground_landed_05,fighter_a_ground_attempted_05,fighter_b_ground_landed_05,fighter_b_ground_attempted_05,fighter_a_Bantamweight_rank,fighter_b_Bantamweight_rank,fighter_a_Featherweight_rank,fighter_b_Featherweight_rank,fighter_a_Flyweight_rank,fighter_b_Flyweight_rank,fighter_a_Heavyweight_rank,fighter_b_Heavyweight_rank,fighter_a_Light_Heavyweight_rank,fighter_b_Light_Heavyweight_rank,fighter_a_Lightweight_rank,fighter_b_Lightweight_rank,fighter_a_Mens_Pound_for_Pound_rank,fighter_b_Mens_Pound_for_Pound_rank,fighter_a_Middleweight_rank,fighter_b_Middleweight_rank,fighter_a_Pound_for_Pound_rank,fighter_b_Pound_for_Pound_rank,fighter_a_Welterweight_rank,fighter_b_Welterweight_rank,fighter_a_Womens_Bantamweight_rank,fighter_b_Womens_Bantamweight_rank,fighter_a_Womens_Featherweight_rank,fighter_b_Womens_Featherweight_rank,fighter_a_Womens_Flyweight_rank,fighter_b_Womens_Flyweight_rank,fighter_a_Womens_Pound_for_Pound_rank,fighter_b_Womens_Pound_for_Pound_rank,fighter_a_Womens_Strawweight_rank,fighter_b_Womens_Strawweight_rank,fighter_a_fight_weight_rank,fighter_b_fight_weight_rank,better_ranked_fighter,fighter_a_other_rankings,fighter_b_other_rankings,fighter_a_best_other_rank,fighter_b_best_other_rank
75,Rizvan Kuniev,Curtis Blaydes,12-3-1,76.0,240,76.0,Orthodox,10/03/1992,19-5-0,76.0,265,80.0,Orthodox,18/02/1991,2025-06-21,"Baku, Azerbaijan",Heavyweight,Decision - Split,3,5:00,3,b,0,0,56,95,45,108,58.0,41.0,101,143,58,125,2,15,0,0,13.0,0.0,0,0,0,0,321,26,0,0,12,23,8,22,52.0,36.0,21,33,13,27,2,9,0,0,22.0,0.0,0,0,0,0,181,0,0.0,0.0,16.0,39.0,24.0,52.0,41.0,46.0,19.0,42.0,26.0,54.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,0.0,0.0,28.0,33.0,13.0,34.0,84.0,38.0,61.0,68.0,19.0,44.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,34,71,38,100,3,4,4,5,19,20,3,3,44,82,35,93,12,13,10,15,0,0,0,0,7,18,5,19,0,0,2,2,5,5,1,1,7,17,8,22,5,6,0,0,0,0,0,0,14.0,36.0,21.0,48.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,15.0,38.0,19.0,45.0,1.0,1.0,5.0,7.0,0.0,0.0,0.0,0.0,13.0,17.0,12.0,33.0,2.0,2.0,1.0,1.0,13.0,14.0,0.0,0.0,22.0,27.0,8.0,26.0,6.0,6.0,5.0,8.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,16,16,16,16,16,16,5,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,5,fighter_b,0,0,16,16
76,Tofiq Musayev,Myktybek Orolbai,22-6-0,69.0,155,69.0,Orthodox,15/12/1989,14-2-1,70.0,155,74.0,Orthodox,10/02/1998,2025-06-21,"Baku, Azerbaijan",Catch,Submission,1,4:35,3,b,0,0,2,6,2,7,33.0,28.0,17,23,15,25,0,0,3,5,0.0,60.0,0,1,0,0,12,220,0,0,2,6,2,7,33.0,28.0,17,23,15,25,0,0,3,5,0.0,60.0,0,1,0,0,12,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,2,7,2,2,0,0,0,0,0,0,2,6,1,4,0,0,0,0,0,0,1,3,0,4,2,7,2,2,0,0,0,0,0,0,2,6,1,4,0,0,0,0,0,0,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,,,,0,0,16,16
77,Nazim Sadykhov,Nikolas Motta,11-1-1,70.0,155,69.0,Southpaw,16/05/1994,15-6-0,69.0,155,70.0,Orthodox,08/02/1993,2025-06-21,"Baku, Azerbaijan",Lightweight,KO/TKO,2,4:17,3,a,1,1,93,150,66,157,62.0,42.0,102,161,76,168,0,1,0,0,0.0,0.0,0,0,0,0,89,16,0,1,39,63,36,82,61.0,43.0,45,70,44,91,0,1,0,0,0.0,0.0,0,0,0,0,65,6,1.0,0.0,54.0,87.0,30.0,75.0,62.0,40.0,57.0,91.0,32.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,114,46,136,25,27,16,16,8,9,4,5,58,109,54,135,33,38,12,22,2,3,0,0,21,43,23,68,12,13,9,9,6,7,4,5,25,46,28,72,14,17,8,10,0,0,0,0,39.0,71.0,23.0,68.0,13.0,14.0,7.0,7.0,2.0,2.0,0.0,0.0,33.0,63.0,26.0,63.0,19.0,21.0,4.0,12.0,2.0,3.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,fighter_b,0,0,16,16
78,Muhammad Naimov,Bogdan Grad,13-3-0,69.0,145,70.0,Orthodox,07/08/1994,15-3-0,68.0,145,70.0,Orthodox,28/09/1995,2025-06-21,"Baku, Azerbaijan",Featherweight,Decision - Unanimous,3,5:00,3,a,0,0,18,54,31,64,33.0,48.0,70,119,49,88,1,3,3,10,33.0,30.0,1,0,0,0,173,309,0,0,10,22,15,30,45.0,50.0,24,39,23,39,0,1,1,3,0.0,33.0,0,0,0,0,23,124,0.0,0.0,6.0,21.0,10.0,21.0,28.0,47.0,12.0,29.0,15.0,27.0,0.0,1.0,1.0,4.0,0.0,25.0,1.0,0.0,0.0,0.0,0.0,121.0,0.0,0.0,2.0,11.0,6.0,13.0,18.0,46.0,34.0,51.0,11.0,22.0,1.0,1.0,1.0,3.0,100.0,33.0,0.0,0.0,0.0,0.0,150.0,64.0,,,,,,,,,,,,,,,,,,,,,,,,,11,45,7,30,3,3,14,19,4,6,10,15,16,50,18,46,2,4,13,18,0,0,0,0,6,17,3,12,1,1,6,9,3,4,6,9,9,19,5,18,1,3,10,12,0,0,0,0,3.0,17.0,3.0,11.0,2.0,2.0,4.0,6.0,1.0,2.0,3.0,4.0,5.0,20.0,10.0,19.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,11.0,1.0,7.0,0.0,0.0,4.0,4.0,0.0,0.0,1.0,2.0,2.0,11.0,3.0,9.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,fighter_b,0,0,16,16
79,Seokhyeon Ko,Oban Elliott,12-2-0,70.0,170,71.0,Southpaw,24/09/1993,12-3-0,72.0,170,72.0,Orthodox,19/12/1997,2025-06-21,"Baku, Azerbaijan",Welterweight,Decision - Unanimous,3,5:00,3,a,0,0,33,61,10,31,54.0,32.0,80,127,19,40,6,9,0,2,66.0,0.0,1,0,0,0,615,104,0,0,8,20,4,11,40.0,36.0,19,36,5,12,2,5,0,1,40.0,0.0,0,0,0,0,96,101,0.0,0.0,15.0,27.0,3.0,10.0,55.0,30.0,26.0,45.0,7.0,14.0,2.0,2.0,0.0,1.0,100.0,0.0,1.0,0.0,0.0,0.0,255.0,0.0,0.0,0.0,10.0,14.0,3.0,10.0,71.0,30.0,35.0,46.0,7.0,14.0,2.0,2.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,264.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,25,51,2,20,5,6,6,8,3,4,2,3,14,32,9,30,3,6,1,1,16,23,0,0,5,16,0,5,2,3,3,4,1,1,1,2,3,12,3,10,3,5,1,1,2,3,0,0,12.0,23.0,0.0,6.0,2.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,5.0,11.0,3.0,10.0,0.0,1.0,0.0,0.0,10.0,15.0,0.0,0.0,8.0,12.0,2.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,6.0,9.0,3.0,10.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,fighter_b,0,0,16,16
80,JunYong Park,Ismail Naurdiev,19-6-0,70.0,185,73.0,Orthodox,27/02/1991,24-8-0,70.0,185,74.0,Orthodox,18/08/1996,2025-06-21,"Baku, Azerbaijan",Middleweight,Decision - Unanimous,3,5:00,3,a,0,0,76,153,45,109,49.0,41.0,84,164,92,187,1,2,2,8,50.0,25.0,0,1,0,0,85,399,0,0,52,105,26,77,49.0,33.0,54,108,28,79,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0.0,0.0,19.0,37.0,9.0,13.0,51.0,69.0,25.0,45.0,28.0,37.0,1.0,2.0,1.0,6.0,50.0,16.0,0.0,0.0,0.0,0.0,85.0,126.0,0.0,0.0,5.0,11.0,10.0,19.0,45.0,52.0,5.0,11.0,36.0,71.0,0.0,0.0,1.0,2.0,0.0,50.0,0.0,1.0,0.0,0.0,0.0,271.0,,,,,,,,,,,,,,,,,,,,,,,,,44,104,41,102,25,39,4,7,7,10,0,0,67,132,38,96,8,17,4,10,1,4,3,3,33,73,25,74,16,27,1,3,3,5,0,0,48,96,24,70,4,9,2,7,0,0,0,0,8.0,22.0,9.0,13.0,7.0,10.0,0.0,0.0,4.0,5.0,0.0,0.0,15.0,27.0,9.0,13.0,3.0,6.0,0.0,0.0,1.0,4.0,0.0,0.0,3.0,9.0,7.0,15.0,2.0,2.0,3.0,4.0,0.0,0.0,0.0,0.0,4.0,9.0,5.0,13.0,1.0,2.0,2.0,3.0,0.0,0.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,fighter_b,0,0,16,16
81,Daria Zhelezniakova,Melissa Mullins,10-2-0,69.0,135,68.0,Orthodox,23/01/1996,7-2-0,67.0,135,68.0,Orthodox,23/07/1991,2025-06-21,"Baku, Azerbaijan",Women's Bantamweight,Decision - Unanimous,3,5:00,3,a,0,0,99,223,64,148,44.0,43.0,103,228,77,165,0,0,3,6,0.0,50.0,0,0,0,0,0,175,0,0,44,95,26,68,46.0,38.0,46,98,33,77,0,0,1,2,0.0,50.0,0,0,0,0,0,42,0.0,0.0,35.0,65.0,20.0,40.0,53.0,50.0,35.0,65.0,25.0,46.0,0.0,0.0,1.0,1.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,20.0,63.0,18.0,40.0,31.0,45.0,22.0,65.0,19.0,42.0,0.0,0.0,1.0,3.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,65.0,,,,,,,,,,,,,,,,,,,,,,,,,67,172,43,124,32,51,12,14,0,0,9,10,98,220,61,144,1,3,3,3,0,0,0,1,37,81,21,63,7,14,3,3,0,0,2,2,43,93,26,67,1,2,0,0,0,0,0,1,19.0,45.0,14.0,33.0,16.0,20.0,3.0,3.0,0.0,0.0,3.0,4.0,35.0,65.0,20.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,46.0,8.0,28.0,9.0,17.0,6.0,8.0,0.0,0.0,4.0,4.0,20.0,62.0,15.0,37.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,15,16,16,16,16,16,16,16,16,16,15,fighter_b,0,0,16,16
82,Irina Alekseeva,Klaudia Sygula,5-3-0,68.0,135,67.0,Orthodox,27/06/1990,7-2-0,68.0,135,69.0,Orthodox,30/12/1998,2025-06-21,"Baku, Azerbaijan",Women's Bantamweight,Decision - Unanimous,3,5:00,3,b,0,0,63,178,101,181,35.0,55.0,74,200,156,248,0,0,1,2,0.0,50.0,0,0,0,0,103,135,0,0,35,92,53,85,38.0,62.0,35,92,53,85,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,19.0,70.0,29.0,63.0,27.0,46.0,19.0,70.0,29.0,63.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,16.0,19.0,33.0,56.0,57.0,20.0,38.0,74.0,100.0,0.0,0.0,1.0,1.0,0.0,100.0,0.0,0.0,0.0,0.0,103.0,135.0,,,,,,,,,,,,,,,,,,,,,,,,,35,121,63,133,16,31,21,30,12,26,17,18,58,170,93,171,5,8,5,6,0,0,3,4,20,66,35,62,8,17,8,13,7,9,10,10,34,89,52,83,1,3,1,2,0,0,0,0,11.0,45.0,15.0,45.0,4.0,9.0,7.0,10.0,4.0,16.0,7.0,8.0,19.0,70.0,29.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,13.0,26.0,4.0,5.0,6.0,7.0,1.0,1.0,0.0,0.0,5.0,11.0,12.0,25.0,4.0,5.0,4.0,4.0,0.0,0.0,3.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,fighter_b,0,0,16,16
83,Azat Maksum,Tagir Ulanbekov,15-2-0,67.0,125,70.0,Southpaw,02/02/1995,17-2-0,67.0,125,70.0,Southpaw,07/08/1991,2025-06-21,"Baku, Azerbaijan",Flyweight,Decision - Unanimous,3,5:00,3,b,0,0,68,118,62,159,57.0,38.0,78,134,76,177,0,8,3,7,0.0,42.0,1,0,0,0,222,56,0,0,19,37,18,47,51.0,38.0,23,42,18,47,0,4,0,0,0.0,0.0,0,0,0,0,71,0,0.0,0.0,25.0,43.0,19.0,52.0,58.0,36.0,28.0,48.0,22.0,55.0,0.0,2.0,1.0,3.0,0.0,33.0,1.0,0.0,0.0,0.0,88.0,46.0,0.0,0.0,24.0,38.0,25.0,60.0,63.0,41.0,27.0,44.0,36.0,75.0,0.0,2.0,2.0,4.0,0.0,50.0,0.0,0.0,0.0,0.0,63.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,56,104,40,127,11,12,20,30,1,2,2,2,57,105,45,133,11,13,17,26,0,0,0,0,15,32,9,34,4,4,7,11,0,1,2,2,19,37,15,43,0,0,3,4,0,0,0,0,22.0,39.0,14.0,44.0,2.0,3.0,5.0,8.0,1.0,1.0,0.0,0.0,23.0,41.0,17.0,50.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,19.0,33.0,17.0,49.0,5.0,5.0,8.0,11.0,0.0,0.0,0.0,0.0,15.0,27.0,13.0,40.0,9.0,11.0,12.0,20.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,16,16,16,16,12,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,12,fighter_b,0,0,16,16
84,Mohammed Usman,Hamdy Abdelwahab,12-4-0,74.0,239,79.0,Orthodox,01/04/1989,6-1-0,74.0,264,72.0,Southpaw,22/01/1993,2025-06-21,"Baku, Azerbaijan",Heavyweight,Decision - Unanimous,3,5:00,3,a,0,0,55,123,86,179,44.0,48.0,55,124,86,179,0,1,0,4,0.0,0.0,0,0,0,0,2,0,0,0,16,32,9,46,50.0,19.0,16,32,9,46,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,21.0,39.0,29.0,54.0,53.0,53.0,21.0,40.0,29.0,54.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,18.0,52.0,48.0,79.0,34.0,60.0,18.0,52.0,48.0,79.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,34,97,44,123,10,13,41,54,11,13,1,2,55,123,86,179,0,0,0,0,0,0,0,0,9,22,8,42,1,2,1,3,6,8,0,1,16,32,9,46,0,0,0,0,0,0,0,0,13.0,31.0,16.0,34.0,5.0,5.0,12.0,19.0,3.0,3.0,1.0,1.0,21.0,39.0,29.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,44.0,20.0,47.0,4.0,6.0,28.0,32.0,2.0,2.0,0.0,0.0,18.0,52.0,48.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,fighter_b,0,0,16,16
